	INDEX	PRE	KWIC	POST	FILE	GENRE	VERB_TYPE	POS	VERB_FORM	METAPHOR.MUSIC	MOTION_TYPE	Deictic	COMMENT	LEMMA
841	544	 rom beneath the floorboards the method really did 	descend	 into madness.   So just as Stewart Copelan	IR691es090411.txt	news	path	verb	infinitive	no	NA	NA		descend
1415	3	  concluded with a revealing confession: 'So I 	crawled	 into my room, taking up the Parsifal 	MA04-23.1_57.txt	aca	manner	verb	past	L	NA	NA		crawl
927	609	  the just the right amount of grit, without 	descending	 into noise. The Fourth Quartet, where s	TT405ih201011.txt	news	path	verb	ing	yes	translational	no		descend
996	532	 oceeds from literal events to hallucination, then 	descends	 into poetic nightmare. The bold sets (by 	MN16rs090612.txt	news	path	verb	3_present	yes	translational	no		descend
855	606	  craft a beautiful sense of line. Meeres Stille 	descended	 into pure night music with Schiff rollin	TT350elk060112.txt	news	path	verb	past	no	NA	NA		descend
856	519	 wonderful army of talented volunteers. It quickly 	descended	 into rather damp anarchy, with paper dar	GLR250sp260812.txt	news	path	verb	past	no	NA	NA		descend
859	451	 ecomes part of the ongoing narrative. Unafraid of 	descending	 into silence, Hartke (a Rochberg pupil)	Tempo09-63.249_28Xa_CD.txt	aca	path	verb	ing	no	NA	NA		descend
808	572	  lid. Then they took up the floor, and 	descended	 into the depths: three new piano legs ap	IR1237mc270509.txt	news	path	verb	past	L	NA	NA		descend
2222	13	 wnward scales brought to mind a barely controlled 	tumble	 into the fiery depths. Bach's Concerto for 	CT505mc160807.txt	news	Manner + path	N	NA	yes	translational	no		tumble
1659	62	  the second, a shorter but as pointed 	meandering	 into the land of Ravel. The orchestra 	WP101jr010512.txt	news	manner	N	ing	yes	translational	no		meander
842	645	  which flying Wotan and Loge doubles navigated to 	descend	 into the land of the Nibelungs, can't 	WSJ76hw290910.txt	news	path	verb	infinitive	no	NA	NA		descend
843	632	  intuitive back-and-forth that lets a singer 	descend	 into the music and breathe it to life. 	WP370sb101010.txt	news	path	verb	infinitive	no	NA	NA		descend
1361	901	 f a characteristic timbre – then the second quest 	went	 into the music itself – its organisation on t	OS10-15.2_075a.txt	aca	path	verb	past	no	NA	NA		go
2026	58	 . As Robert Murray’s very contemporary Tamino 	staggered	 into the opening scene a little the 	IR679es030611.txt	news	manner	verb	past	L	NA	NA		stagger
1358	1221	  his next older brother, Johann Georg Geib, both 	went	 into the organ building trade, probably hopin	18thM10-7.1_0467a_A.txt	aca	path	verb	past	no	NA	NA		go
830	526	  the detail of Takemitsu's 1977 score A Flock 	descends	 into the Pentagonal Garden emerged with w	GLR966re081110.txt	news	path	verb	3_present	L	NA	NA		descend
831	522	 re were ravishing throughout. Takemitsu's A Flock 	descends	 into the Pentagonal Garden felt amorphous	GLR576ta180811.txt	news	path	verb	3_present	L	NA	NA		descend
832	599	  was better on every level. Takemitsu’s Flock 	descends	 into the Pentagonal Garden is dismissed b	TT69ih180811.txt	news	path	verb	3_present	L	NA	NA		descend
877	622	  a giant balalaika in the finale, before Matsuev 	descended	 into the piano's lower register to deton	TT1186ja010410.txt	news	path	verb	past	yes	translational	no		descend
833	602	 estroys both her tormenters. When the executioner 	descends	 into the pit we hear the awful plucking 	TT181sr150612.txt	news	path	verb	3_present	L	NA	NA		descend
2203	58	" hokey Burns setting ""Liebhabers Ständchen"" before "	tumbling	 into the violent amorous skirmishes of th	IR1369ap180109.txt	news	Manner + path	verb	ing	no	NA	NA		tumble
699	727	 ng primitivity, conjured forth by its bitterness, 	comes	 into view the naõÈ ve-credulous primitivis	MA03-22.3_15.txt	aca	path	verb	3_present	no	NA	NA		come
844	568	  Mermaid's infatuation with the Prince. As we 	descend	 into Zemlinsky's watery world of luminous 	IR1160es290108.txt	news	path	verb	infinitive	no	NA	NA		descend
260	262	 ion between nativeborn  Protestants and the newly 	arriving	 irish Catholics was tremendous, and  the 	19thMR09-6.1_2895a_A.txt	aca	path	verb	ing	L	translational	NA		arrive
2158	72	 ’s brilliant Murder on the Orient Express music 	swirled	 irresistibly, pleasantly intoxicated with 	TT79hs150811.txt	news	manner	verb	past	yes	Self-contained	no		swirl
1823	136	  the documented facts of Gurney's life. The 	pacing	 is a little uneven, but his remorseless men	GLR270ac220412.txt	news	manner	N	ing	yes	Self-contained	no		pace
1824	6	 o, which often depicts tears. 14.The disparity in 	pacing	 is all the more pronounced in that one 	BF05fall_samarotto_A.txt	aca	manner	N	ing	yes	Self-contained	no	speed is motion	pace
56	37	   Cambridge up,1994), pp.205–27. David  Pickett’s 	approach	 is based on a comprehensive gathering of 	BF04spring_Markovic-Stokes_A.txt	aca	path	N	infinitive	no	NA	NA		approach
57	2280	 iming high in its artistic ambition. Its populist 	approach	 is certainly bringing a new audience to t	TT1048mr140703.txt	news	path	N	infinitive	no	NA	NA		approach
58	787	 her patterns: two ternary and one quaternary. The 	approach	 is empirical and quantitative: i measure 	MTO10_16.4_Polak.txt	aca	path	N	infinitive	no	NA	NA		approach
59	1824	  to play we could hear why. Kennedy's 	approach	 is essentially unaffected, too; like Casa	GLR599ej070811.txt	news	path	N	infinitive	no	NA	NA		approach
60	1704	  Rather than a purely beautiful voice, Gerhaher's 	approach	 is intently text-focused, making the cons	GCDR66va170612.txt	news	path	N	infinitive	no	NA	NA		approach
1825	148	 cor anglais and harp obbligatos, and the dramatic 	pacing	 is perfectly judged, right up to the climax	GLR567ac220811.txt	news	manner	N	ing	yes	Self-contained	no		pace
61	661	 4; Schade and Rapp, 2005). The rationale for this 	approach	 is that in  the process of skill acquisit	MPR0701_Schade.txt	aca	path	N	infinitive	no	NA	NA		approach
62	1730	 rceful, the reflective passages too studied. That 	approach	 is toned down a little in the D 	GCDR136ac290911.txt	news	path	N	infinitive	no	NA	NA		approach
1826	145	  moment when Tadeusz seals his own fate – the 	pacing	 is too fitful, the musical proportions too 	GLR518ac200911.txt	news	manner	N	ing	yes	Self-contained	no	speed is motion	pace
1393	500	  theme is D minor,26 since the closest it 	goes	 is V/V, and the key signature probably 	MA05-24.3_14.txt	aca	path	verb	3_present	yes	translational	no		go
1717	153	  the great operas – only diminished it. Buribayev 	paced	 it all with an unseemly haste, which had 	GLR700re200511.txt	news	manner	verb	past	yes	Self-contained	no	speed is motion	pace
63	1979	  understands this music of shadow and light, and 	approaches	 it as a team player: i.e., suspending 	MN13rs190712.txt	news	path	verb	3_present	no	NA	NA		approach
64	1586	  energy sources. But he also advises audiences to 	approach	 it from a purely musical level. I'm 	CT08jvr010212.txt	news	path	verb	infinitive	no	NA	NA		approach
1718	262	  The Devil’s Staircase, but never one that 	paced	 it so shrewdly, so that it’s nightmarish, 	TT320ih100212.txt	news	manner	verb	past	yes	Self-contained	no	speed is motion	pace
65	1909	  he left it unfinished and we can only 	approach	 it through one of several posthumous perf	GLR1162ta080610.txt	news	path	verb	infinitive	no	NA	NA		approach
1719	234	 sounds, and while the conductor, Richard Cordova, 	paced	 it well, it suffered from scrappy instrument	NYT353zw110512.txt	news	manner	verb	past	yes	Self-contained	no		pace
1720	133	 's response to Nietzsche's magnum opus. Jansons 	paced	 it with great care, avoiding the common pitf	GLR232ta150512.txt	news	manner	verb	past	yes	Self-contained	no		pace
1192	1076	 mperfect cadence resolves to the i which directly 	follows	 it, as is depicted in Ex. 1a. For 	MA05-24.3_15.txt	aca	path	verb	3_present	yes	translational	no		follow
1157	349	the misplaced semitone  that occurs on the ascent is indicated correctly, as are the three signs that  immediately 	follow	 it. On the descending side, however, last t	EMH09-28_Maloy_A.txt	aca	path	verb	infinitive	yes	translational	no		follow
193	2028	 iguring moments so overwhelming. As this sequence 	approached	 its climax the LSO horns took off into 	IR710es310111.txt	news	path	verb	past	yes	translational	no		approach
1510	82	 . From there he turned to Chopin's Berceuse, 	floating	 its filigreed melodic line with the utmos	CT546jvr100209.txt	news	manner	verb	ing	no	NA	NA	transitive	float
1011	330	 s intellect expands to enable him nonetheless  to 	follow	 its journey, which represents a mental imag	EMH09-28_Abramov-van Rijk_A.txt	aca	path	verb	infinitive	no	NA	NA		follow
804	644	  at the Guggenheim Museum: As visitors ascend or 	descend	 its spiraled interior, they can see the ar	WSJ69bj050909.txt	news	path	verb	infinitive	L	NA	NA		descend
1780	3	 ase passage and, consequently, the way the music  	paces	 itself as it draws gradually to a close.	BF04fall_ong_A.txt	aca	manner	verb	3_present	yes	Self-contained	no		pace
545	293	  place within it, it takes us on an 	ascending	 journey through stratified phenomena, be	GLR1179ta240510.txt	news	path	verb	ing	no				ascend
1660	50	  story and pretend that the work’s 	meandering	 journey to completion had not in any 	IR815es050210.txt	news	manner	ADJ	ing	yes	translational	no		meander
261	341	  a starving child for whom the promised bread 	arrives	 just too late, might less have been more. 	GLR683ej300511.txt	news	path	verb	3_present	L	translational	NA		arrive
1046	3447	 ut turbulent and troubled, too. Certainly when it 	followed	 Korngold's rambling first quartet, which 	GLR1212ac030510.txt	news	path	verb	past	no	NA	NA		follow
1381	1744	 cratic harmonies and strange, evanescent gestures 	went	 largely unexplored. She changed from a dark b	GLR252gh020512.txt	news	path	verb	past	no	NA	NA		go
1406	7	  pork scratchings, for their east London pub 	crawl	 last week. The left hemisphere – associated 	GLR391fm050212.txt	news	manner	N	infinitive	L	NA	NA		crawl
262	3	  a bank teller he met that afternoon.They 	arrive	 late, just as the  music is building to 	BF03fall_wierzbickiA.txt	aca	path	verb	infinitive	L	translational	NA		arrive
1020	3222	  online via the Space. A Unitel DVD will 	follow	 later this year. The performance was televi	GLR207fm030612.txt	news	path	verb	infinitive	no	NA	NA		follow
477	255	 bruptly and  unexpectedly thwarted by the awkward 	ascending	 leap of a diminished sixth to  E, creati	19thMR09-6.2_3098a_A.txt	aca	path	ADJ	ing	yes	translational	no		ascend
928	325	 0. The melody in both pieces has unusually large 	descending	 leaps and a gradual stepwise ascent. Th	ML10-91.2_Sheinberg.txt	aca	path	ADJ	ing	yes	translational	no		descend
1827	325	  F major Suite, an impassioned song over a 	pacing	 left hand, took on a wonderful elastic qual	TT1182ih060410.txt	news	manner	N	ing	yes	Self-contained	no		pace
1661	52	  his revisions as he is for the 	meandering	 length of his symphonies, but give or 	IR1360CDap220209.txt	news	manner	ADJ	ing	yes	Self-contained	no	negative	meander
1511	44	  all drive from desire or object into free-	floating	 libido. To  make art out of fear is 	search08-1_Powell.txt	aca	manner	ADJ	ing	no	NA	NA		float
2041	73	  by S. Katy Tucker, mostly abstract images of 	swirling	 lights and lines but also eerie eyeballs 	NYT04at060212.txt	news	manner	ADJ	ing	L	NA	NA		swirl
263	596	  in Act II, when Germont, Alfredo's father, 	arrived	 like a death knell to separate her from 	WSJ119hw040111.txt	news	path	verb	past	L	translational	NA		arrive
336	365	 s unique tonal richness, its clarity and balance, 	arriving	 like a feast. But those are just the 	MN10rs250712.txt	news	path	verb	ing	no	translational	NA		arrive
1612	229	 less expected strength: a golden quiet sound that 	floats	 like a flower borne on an ocean’s 	WP286am250311.txt	news	manner	verb	3_present	yes	Self-contained	no		float
294	577	 ut Astor Piazzolla’s Four for Tango, from 1987, 	arrived	 like a fresh wind, bitingly sharp and full	WP289sb210311.txt	news	path	verb	past	no	translational	NA	programme	arrive
2159	74	 a spare, icy sound. Melodic fragments glinted and 	swirled	 like snowflakes caught in eddies and gusts	NYT110va240111.txt	news	manner	verb	past	yes	Self-contained	no		swirl
1537	181	 elodic lines suspended above chord sequences that 	floated	 like sun-warmed clouds. Unfortunately, the	NYT395ss161110.txt	news	manner	verb	past	yes	Self-contained	no		float
264	380	  raising the curtain, so to speak, Renée Fleming 	arrived	 like Venus in a soufflé of black and 	IR75es151211.txt	news	path	verb	past	L	translational	NA		arrive
929	150	  level. Note that the primary source is a 	descending	 line containing the perfect authentic c	JSCM04Vol10No01_Proctor_A.txt	aca	path	ADJ	ing	yes	translational	no		descend
2027	21	  width. The audience is positioned in a 	staggered	 line directly facing the loudspeaker arr	OS10-15.3_270a.txt	aca	manner	ADJ	past_participle	L	NA	NA		stagger
546	271	  also sang impressively. The mezzo negotiated the 	ascending	 line in the Cavatina, Fac ut portem Chr	CT32jvr210712.txt	news	path	ADJ	ing	yes	translational	no		ascend
478	34	 ’s love duet with Lohengrin. This time the  	ascending	 line leads to A major, Lohengrin’s key (	COJ10-22.1_Chrissochoidis&Huck_A.txt	aca	path	ADJ	ing	yes	translational	no		ascend
479	126	  major chord. Note that at this point the 	ascending	 line of bars 17–24 does not reach g2 by 	MA06-25.3_81.txt	aca	path	ADJ	ing	yes	translational	no		ascend
930	653	  thunder of the timpani dies away beneath a 	descending	 line of clarinets, bassoons, violas and	WSJ146bls290111.txt	news	path	ADJ	ing	yes	translational	no		descend
931	476	 ach corresponding flute pitch, Corrette notates a 	descending	 line one octave lower (from d P1 to 	18thM10-7.1_0455a_A.txt	aca	path	ADJ	ing	yes	translational	no		descend
480	206	  left hands by giving a crescendo to the 	ascending	 line within each two-measure unit, rathe	MTO10_16.2_Schmalfeldt3.txt	aca	path	ADJ	ing	yes	translational	no		ascend
932	513	 weeping were described with a halting, chromatic 	descending	 line, movingly uttered by the three men	CT350mc191003.txt	news	path	ADJ	ing	yes	translational	no		descend
481	215	  of the three strong beats (which create an 	ascending	 line) and another containing those on th	MTO11_17.1_Davis.txt	aca	path	ADJ	ing	yes	translational	no		ascend
1558	100	 ious and love-struck, with some deliciously high, 	floating	 lines which had DiDonato at her pianissim	GLR643fm100711.txt	news	manner	ADJ	ing	yes	Self-contained	no		float
933	134	 itches. in addition, both begin with dramatically 	descending	 lines; the love theme descends a sixth 	JM25.txt	aca	path	ADJ	ing	yes	translational	no		descend
1828	367	  work with the respectable orchestra and kept the 	pacing	 lively, but the chorus of 20 sounded anemic	WSJ187hw290410.txt	news	manner	N	ing	yes	Self-contained	no	speed is motion	pace
1095	1950	  Video 1  (click to enlarge and see the rest)[49] 	following	 Locke (2010), i address each time point 	MTO10_16.4_Polak.txt	aca	path	verb	ing	no	NA	NA		follow
295	463	 eckerson Monday, 18 August 2008 The witching hour 	arrived	 long before the finale of Berlioz's Sympho	IR1115es180808.txt	news	path	verb	past	no	translational	NA		arrive
1829	352	 aneous textures (in the Gubaidulina Chaconne) and 	pacing	 long buildups with unswerving focus. In thi	WP561various290908.txt	news	manner	N	ing	yes	Self-contained	no		pace
1512	85	 . The sonata he projected on a grand scale, 	floating	 long lyrical lines like a bel canto singe	CT601jvr300304.txt	news	manner	verb	ing	no	NA	NA	transitive	float
1320	3362	  because bugs circulate like wildfire. I can keep 	going	 longer than the others because I don’t 	TT140rc230712.txt	news	path	verb	ing	no	NA	NA		go
482	84	 , planets, and signs of the zodiac travel. the 	ascending	 lunar node, or caput draconis, is the po	JM24.txt	aca	path	verb	ing	no				ascend
1139	4217	  Gothóni added it to his Ondine account. Osborne 	follows	 MacGregor's approach by placing the reject	TT953CDva060908.txt	news	path	verb	3_present	no	NA	NA		follow
66	1629	  finale on a more heroic scale, but his 	approach	 made for a persuasive alternative view. T	CT215jvr130302.txt	news	path	N	infinitive	no	NA	NA		approach
67	2032	  roles and a meaty choral element the concert 	approach	 made for smart economics in cash-strapped	IR746es051010.txt	news	path	N	infinitive	no	NA	NA		approach
2098	75	 t match the overwhelming intensity of Stokowski's 	swirling	 maelstrom (Dell'Arte), the Detroit player	CT279CDlj180896.txt	news	manner	ADJ	ing	yes	Self-contained	no		swirl
1981	23	 , New York Daily News 6/8/03). Assuredly, this   	staggering	 masterpiece (Anthony Tommasini, New Yo	SECM03-3.txt	aca	manner	ADJ	ing	no	NA	NA		stagger
68	2446	 ﻿  Studio's Minimalist 	Approach	 Maximizes 'Don Giovanni' Monday, November	WP597jr201106.txt	news	path	N	infinitive	no	NA	NA		approach
1178	1896	  the persistence of the dominant pedal in the 	following	 measures press Hepokoski to argue agains	MTO10_16.2_Schmalfeldt3.txt	aca	path	ADJ	ing	yes	translational	no		follow
1479	78	  her listeners in a rapt reverie as she 	floated	 melismatic phrases over soft muted strings	CT331jvr230802.txt	news	manner	verb	past	no	NA	NA	transitive	float
1081	1944	  are in high register, giving the phrase the 	following	 melodic contour over the twenty-four pul	MTO10_16.4_Locke.txt	aca	path	ADJ	ing	no	NA	NA		follow
483	263	  which the Dying One rises to heaven: an 	ascending	 melodic line in the trumpet hovers over 	20thM09-6.1_058a_A.txt	aca	path	ADJ	ing	yes	translational	no		ascend
934	156	  of celebration for the Ethiopians. in repeatedly 	descending	 melodic lines the Tritons admit defeat 	JSCM04Vol10No01_Rosow_A.txt	aca	path	ADJ	ing	yes	translational	no		descend
484	202	 his comparison on other familiar scales, like the 	ascending	 melodic minor [023579a]. 2.3. First five	MTO09_15.2_Amiot.txt	aca	path	ADJ	ing	yes	translational	no		ascend
485	207	 , the acoustic (also considered a mode of the 	ascending	 melodic minor scale), the octatonic, and	MTO10_16.3_Waters&Williams.txt	aca	path	ADJ	ing	yes	translational	no		ascend
486	17	  from the first  arrival pitch by a chromatically 	ascending	 melodic turn, surges upward a minor   th	BF04spring_knapp_A.txt	aca	path	ADJ	ing	yes	translational	no		ascend
1662	56	Here the music grandly strives to achieve timelessness, but the result is numbing and affected. The soloists spin out	meandering	 melodies that drift atop a placid orche	NYT503at160908.txt	news	manner	ADJ	ing	yes	Self-contained	no	negative	meander
935	534	  African-inspired and, again, jazz-like. A spare 	descending	 melody -- just two or three notes for c	MN102rs290912.txt	news	path	ADJ	ing	yes	translational	no		descend
1559	207	  Mer Gatti took the reprise of the big 	floating	 melody at a perilously slow pace, and the	TT791ih080910.txt	news	manner	ADJ	ing	yes	Self-contained	no		float
487	73	  a single, accented forte f2 (ex. 10). A stepwise 	ascending	 melody begins to emerge in the following	JM05.txt	aca	path	ADJ	ing	yes	translational	no		ascend
936	508	  at exact pitch – of the first violin’s 	descending	 melody in the second movement (compare 	20thM09-6.2_174a_A.txt	aca	path	ADJ	ing	yes	translational	no		descend
1560	67	  in the right hand layered above a serenely 	floating	 melody line in the left wasn't as 	CT18hr050412.txt	news	manner	ADJ	ing	yes	Self-contained	no		float
1480	208	 their technical intricacies. Take the beautifully 	floated	 melody of the Andante spianato. The decora	TT796CDva010910.txt	news	manner	verb	past_participle	no	NA	NA	transitive	float
1481	150	  famously difficult top C only really works when 	floated	 meltingly in head-voice, not thundered eff	IR1007es111109.txt	news	manner	verb	past_participle	no	NA	NA	transitive	float
1622	58	  choir, ‘sirens’ and  dark organ once more, all 	floating	 menacingly  above the audience. The trage	Tempo10-64.251_57a.txt	aca	manner	verb	ing	no	NA	NA	acoustic sounds	float
1443	118	 x painted flats with video projections. There are 	floating	 mermaids, magic spells, and a deus ex mac	IR89ap290112.txt	news	manner	ADJ	ing	L	NA	NA		float
1444	196	  on to something less grimy and more elusive. 	Floating	 Messages and Fading Frequencies is inspir	TT390ih091111.txt	news	manner	ADJ	ing	exclude	NA	NA	proper name	float
626	3480	 terises the English Orpheus at his happiest. Then 	came	 Michael Tippett’s ‘Little Music’, which was a	IR512mc110211.txt	news	path	verb	past	no	NA	NA	programme schedule	come
700	3866	  to tell and there’ll be many more 	come	 midnight at Herne’s Oak. So why the 	IR1053es220509.txt	news	path	verb	infinitive	no	NA	NA		come
2099	77	 . It worked with this one, particularly in the 	swirling	 millrace of the last movement. With four 	CT184dt210394.txt	news	manner	ADJ	ing	yes	Self-contained	no		swirl
1037	2012	  2004: 495). The site-specific art movements that 	followed	 minimalism (such as land art and environm	OS09-14.1_065a.txt	aca	path	verb	past	no	NA	NA		follow
488	108	  semiquavers in bar 32, g2-a2, present one more 	ascending	 minor second, and an interval with this 	MA04-23.2:3_46.txt	aca	path	ADJ	ing	yes	translational	no		ascend
937	494	  the lyrical Meno mosso and ending with the 	descending	 minor sixth at the end of the Lento 	20thM09-6.1_058a_A.txt	aca	path	ADJ	ing	yes	translational	no		descend
938	189	 ). The reduction  Ex. 15b) shows that within its 	descending	 minor-third steps in the strings, faint	MA04-23.1_57.txt	aca	path	ADJ	ing	yes	translational	no		descend
1613	121	 rghiu's hair it is mesmerising. Gheorghiu herself 	floats	 mistily through the opera, her voice now a 	IR338ap211110.txt	news	manner	verb	3_present	yes	translational	no		float
2100	78	  seem to point to new worlds. From the 	swirling	 mists of the opening you might think that	TT914df120101.txt	news	manner	ADJ	ing	yes	Self-contained	no		swirl
1013	599	  (and academic critics, who by and large still 	follow	 modernist principles by default), for whom 	JM18.txt	aca	path	verb	infinitive	no	NA	NA		follow
701	2840	  ritornellli to comment on the action seems to 	come	 more from Brecht. The brassy soundworld of th	GLR1004ac101010.txt	news	path	verb	infinitive	no	NA	NA		come
547	318	 of the Fourth Concerto, an artless, chromatically 	ascending	 motif that forms the movement’s wistful 	TT773CDva051010.txt	news	path	ADJ	ing	yes	translational	no		ascend
489	213	  the end of m. 2, an upper voice containing 	ascending	 motion from B4-C5-D5 and a lower 	MTO11_17.1_Davis.txt	aca	path	ADJ	ing	yes	translational	no		ascend
1663	31	At the surface level the muted second violin initiates a steady pulse-stream in semiquavers, arpeggiated and legato – a constantly active but	meandering	 motion that underscores the outer secti	20thM09-6.2_174a_A.txt	aca	manner	ADJ	ing	yes	Self-contained	no		meander
490	49	 just descending motion,  but others that use just 	ascending	 motion, and a majority that use both at 	EMH10-29_Maw_A.txt	aca	path	ADJ	ing	yes	translational	no		ascend
939	423	 racteristic motions (figure 24), seven additional 	descending	 motions were added to the vocabulary po	OS11-16.1_385a.txt	aca	path	ADJ	ing	yes	translational	no		descend
940	425	  (Smalley 1997: 117). Figure 25. Seven additional 	descending	 motions. Figure 26. Descending motions 	OS11-16.1_385a.txt	aca	path	ADJ	ing	yes	translational	no		descend
941	481	 swered by a triumphant military cadence, a dotted 	descending	 motive in strings and winds that barely	18thM10-7.2_060a_A.txt	aca	path	ADJ	ing	yes	translational	no		descend
942	480	  however, the phrase undergoes modal mixture, the 	descending	 motive of bar 145 acquiring a BP from t	18thM10-7.2_47a_A.txt	aca	path	ADJ	ing	yes	translational	no		descend
1721	323	  is somewhat unorthodox, with the opening slowish-	paced	 movement followed by a savage scherzo and th	TT1159CDva070510.txt	news	manner	ADJ	past_participle	yes	Self-contained	no	speed is motion	pace
69	2152	 ive called The Faust Project, Ms. Rosenberg had 	approached	 Mr. Adams with the idea of writing an 	NYT497at031005.txt	news	path	verb	past_participle	no	NA	NA		approach
70	2517	  like an awkward dance, as Mr. Domingo repeatedly 	approached	 Ms. Gallardo-Domâs, touched her shoulde	WSJ168hw061010.txt	news	path	verb	past	no	NA	NA		approach
1722	109	 his reading has matured. The opening movement was 	paced	 much more deliberately, allowing for room to	CT590mc150501.txt	news	manner	verb	past_participle	yes	Self-contained	no		pace
1291	2466	  show how its breakdown ushered in the anything-	goes	 musical world we inhabit now, and Schoenberg'	IR509mc210211.txt	news	path	ADJ	3_present	no	NA	NA		go
1561	168	 ng, punchy rhythms that sailed over more smoothly 	floating	 narrative tones.  At least three language	NYT79ak080812.txt	news	manner	ADJ	ing	yes	Self-contained	no		float
1692	18	 arison, Cross and Adlington present rather evenly 	paced	 narratives that do not always attempt to pri	MA04-23.1_55.txt	aca	manner	verb	past_participle	no	NA	NA		pace
702	793	  not offer a concrete definition of it, but 	comes	 near when describing (on p. 29) the 'less co	MA05-24.1:2_87.txt	aca	path	verb	3_present	no	NA	NA		come
398	170	  (F to E) of the third ball: they 	arrive	 nearly simultaneously (at 0:09) on the CF node	MTO09_15.1_Roeder4.txt	aca	path	verb	infinitive	yes	translational	no		arrive
1723	362	 writer, was commissioned to put together a faster-	paced	 new Baroque opera, a pastiche of music by 	WSJ95hw040112.txt	news	manner	ADJ	past_participle	yes	Self-contained	no	speed is motion	pace
1693	267	  gore. The programme models itself on a fast-	paced	 news bulletin, with reports from Terrible Tu	TT493bb010811.txt	news	manner	verb	past_participle	no	NA	NA		pace
1051	3279	  2 in B flat and No 3 in C minor – 	followed	 next spring by the fourth and fifth, is 	GLR485re111011.txt	news	path	verb	past_participle	no	NA	NA		follow
785	5846	  a little Stravinsky. One never knew what was 	coming	 next, but the flow of ideas was bracing 	WP441rb291009.txt	news	path	verb	ing	yes	translational	yes		come
1107	3856	  Cooper gave at the Queen Elizabeth Hall the 	following	 night? It seems unlikely, though the ten	IR1348ap260409.txt	news	path	verb	ing	no	NA	NA		follow
1149	4436	 's hardly a traditional piece. Its four movements 	follow	 no formula, but instead unfold in an unpred	WP659various140408.txt	news	path	verb	infinitive	yes	translational	no	obey sense	follow
703	1430	 ntment’.32 For Moeran, the ‘joy and contentment’  	came	 not from simply observing a quaint and faintl	Tempo09-63.248_14Xa_A.txt	aca	path	verb	past	no	NA	NA		come
265	520	  the birth of Anna Nicole’s daughter, who 	arrived	 not long before Anna Nicole’s death, into 	NYT499at170211.txt	news	path	verb	past	L	translational	NA		arrive
1562	14	  number of what Daniel Harrison refers to as 	floating	 note heads in Salzerian graphs.11 2.2 Th	JSCM04Vol10No01_Proctor_A.txt	aca	manner	ADJ	ing	yes	Self-contained	no		float
1915	53	 gives the violin an extended ornamental figure of 	racing	 notes as the repeating passacaglia ostinato	WP237jr090511.txt	news	manner	ADJ	ing	yes	Self-contained	no		race
943	639	 sses: the horns, trombones and tuba playing rapid 	descending	 notes that display their agility and po	WSJ11bls290612.txt	news	path	ADJ	ing	yes	translational	no		descend
1482	176	  weight and presence to even her most ethereal 	floated	 notes. Her diction was clear, her phrasing	NYT305zw150411.txt	news	manner	verb	past_participle	no	NA	NA	transitive	float
337	613	  conductor, and I'm so happy that it 	arrived	 now and not 20 years ago, he said. When 	WSJ232pc190812.txt	news	path	verb	past	no	translational	NA		arrive
1830	77	  itself has seen better days, and the dramatic 	pacing	 now sags at times. This is one of 	CT98jvr071211.txt	news	manner	N	ing	yes	Self-contained	no		pace
704	737	 erentiated mix, just as the performers in Exotica 	come	 nowhere near emulating the music on tape. A 	MA04-23.1_56.txt	aca	path	verb	infinitive	no	NA	NA		come
845	603	  in which desire is free of all constraint – 	descend	 O night of love, they sing together. For 	TT288sr090312.txt	news	path	verb	infinitive	no	NA	NA		descend
1626	21	  widely dismissed by modern critics  as ‘a 	meandering	 oaf’, ‘a complete booby’.22 As Dido’s 	COJ09-21.1_Welch_A.txt	aca	manner	ADJ	ing	no	NA	NA		meander
1916	37	 on in itself. Pounding chords, intricate runs and 	racing	 octaves were met and subjugated. 	NYT188bh211092.txt	news	manner	ADJ	ing	yes	Self-contained	no		race
1831	40	  prepare the ground for the work’s dialectical 	pacing	 of  two extreme creature-orchestras. While 	Tempo09-63.249_230a_A.txt	aca	manner	N	ing	yes	Self-contained	no	speed is motion	pace
2121	87	 haconne and Dance – progress from hyperkinetic 	swirls	 of 16th notes to a finale Dodge describes 	CT541jvr131211.txt	news	manner	N	NA	yes	Self-contained	no		swirl
4	2078	  alone, is Ariadne (Christine Rice), watching the 	approach	 of a black-sailed Athenian ship, preparin	IR1412ap200408.txt	news	path	N	infinitive	L	NA	NA		approach
705	1713	 oyal weddings, many of George’s grandchildren had 	come	 of age by the 1730s. it was typical 	18thM10-7.2_199a_CD.txt	aca	path	verb	past_participle	no	NA	NA		come
706	1992	 ﻿	Coming	 Of Age Leinsdorf`s Growth As Unconventional	CT56aga020292.txt	news	path	verb	ing	no	NA	NA		come
707	4843	 that happens, this terrific enterprise will truly 	come	 of age. 	TT363ih061211.txt	news	path	verb	infinitive	no	NA	NA		come
708	1350	 , when La Monte Young's generation of composers 	came	 of age. Moreover, the coopting  of spirituali	search09-5_Holter.txt	aca	path	verb	past	no	NA	NA		come
709	4646	  that kind which show this orchestra has really 	come	 of age. This was all wonderful, but there 	TT163ih270612.txt	news	path	verb	past_participle	no	NA	NA		come
1832	95	 in a spacious yet taut performance, with skillful 	pacing	 of Bruckner's long melodic arcs. The reduce	CT413lj120198.txt	news	manner	N	ing	yes	Self-contained	no		pace
